Date,QQQ,ASTS,BRK/B,CBOE,COIN,DDOG,GOOGL,HOOD,INTU,JEPQ,MDB,MELI,META,MSFT,MSTR,NBIS,NET,PATH,PLTR,QQQM,RDDT,SGOV,SHOP,SMCI,SNAP,SNOW,TQQQ,ULTY,WIX,XYZ
2023-09-18,366.5834655761719,3.809999942779541,370.42999267578125,151.23875427246094,81.61000061035156,94.5,137.3860626220703,10.600000381469727,528.3846435546875,40.06232452392578,356.5400085449219,1383.72998046875,300.89923095703125,324.7076110839844,34.0620002746582,,61.720001220703125,17.40999984741211,15.460000038146973,150.69009399414062,,91.93875122070312,59.5,24.43000030517578,8.890000343322754,161.4499969482422,38.755859375,,94.69999694824219,51.25
2023-09-19,365.8021545410156,4.139999866485596,370.4800109863281,155.3960723876953,78.12999725341797,92.88999938964844,137.217041015625,10.470000267028809,522.6368408203125,40.02083969116211,355.6099853515625,1342.6400146484375,303.4054870605469,324.30303955078125,33.92599868774414,,60.16999816894531,17.059999465942383,15.149999618530273,150.3837432861328,,91.9478988647461,58.33000183105469,24.77400016784668,9.0,159.74000549316406,38.52238464355469,,94.23999786376953,49.79999923706055
2023-09-20,360.53082275390625,4.039999961853027,366.82000732421875,154.65834045410156,76.66999816894531,92.05000305175781,132.9427032470703,10.220000267028809,517.1060791015625,39.57284927368164,351.6600036621094,1326.3399658203125,298.0350036621094,316.5272521972656,33.34700012207031,,60.0099983215332,16.799999237060547,14.739999771118164,148.21958923339844,,91.97534942626953,56.970001220703125,24.30699920654297,9.029999732971191,158.6300048828125,36.85208511352539,,94.05000305175781,47.56999969482422
2023-09-21,353.92425537109375,3.809999942779541,363.2799987792969,154.84776306152344,74.41999816894531,88.41999816894531,129.66236877441406,9.829999923706055,498.1241455078125,38.89255142211914,333.6199951171875,1293.280029296875,294.116455078125,315.3036193847656,32.60599899291992,,56.54999923706055,16.31999969482422,14.0,145.42300415039062,,92.00282287597656,53.70000076293945,23.15399932861328,8.630000114440918,149.02999877929688,34.75322341918945,,89.93000030517578,45.619998931884766
2023-09-22,353.9737243652344,3.9200000762939453,360.1600036621094,156.62234497070312,70.95999908447266,88.76000213623047,129.4735107421875,9.699999809265137,502.2721862792969,38.917442321777344,335.760009765625,1276.9599609375,297.4481506347656,312.8170471191406,32.28099822998047,,57.7599983215332,16.290000915527344,14.130000114440918,145.51193237304688,,92.02111053466797,53.08000183105469,23.575000762939453,8.6899995803833,149.6999969482422,34.782508850097656,,89.97000122070312,44.709999084472656
2023-09-25,355.655029296875,3.7699999809265137,361.7099914550781,154.89759826660156,71.75,88.83999633789062,130.32838439941406,9.680000305175781,502.0153503417969,39.075069427490234,333.30999755859375,1290.530029296875,299.1886291503906,313.3399963378906,32.7599983215332,,57.75,16.290000915527344,14.220000267028809,146.2036895751953,,92.03942108154297,53.58000183105469,24.88599967956543,8.600000381469727,149.74000549316406,35.2413330078125,,90.33000183105469,45.59000015258789
2023-09-26,350.3143615722656,3.640000104904175,359.4200134277344,155.4558868408203,70.5199966430664,86.56999969482422,127.80353546142578,9.529999732971191,496.958740234375,38.55241394042969,325.29998779296875,1268.6199951171875,297.328857421875,308.0113830566406,31.729999542236328,,56.68000030517578,15.779999732971191,13.960000038146973,143.97036743164062,,92.03942108154297,51.5099983215332,24.92099952697754,8.34000015258789,147.0500030517578,33.66962814331055,,88.4000015258789,44.810001373291016
2023-09-27,351.1352844238281,3.700000047683716,357.7799987792969,154.29942321777344,71.5199966430664,87.83000183105469,129.76177978515625,9.569999694824219,501.9461669921875,38.6104850769043,328.1600036621094,1256.52001953125,296.1155090332031,308.6528015136719,31.562999725341797,,60.540000915527344,16.290000915527344,14.850000381469727,144.33599853515625,,92.06687927246094,51.849998474121094,25.753999710083008,8.489999771118164,147.52000427246094,33.8746337890625,,88.66999816894531,44.13999938964844
2023-09-28,354.07257080078125,3.7100000381469727,357.05999755859375,155.92445373535156,75.16000366210938,88.95999908447266,131.52120971679688,9.680000305175781,505.89666748046875,38.90915298461914,343.1099853515625,1274.1400146484375,302.30157470703125,309.4916076660156,32.891998291015625,,63.09000015258789,16.770000457763672,15.770000457763672,145.49215698242188,,92.09432983398438,53.20000076293945,26.937999725341797,8.5600004196167,151.1199951171875,34.69465255737305,,91.08999633789062,44.349998474121094
2023-09-29,354.3297424316406,3.799999952316284,350.29998779296875,155.73504638671875,75.08000183105469,91.08999633789062,130.07986450195312,9.8100004196167,504.6127624511719,38.93403625488281,345.8599853515625,1267.8800048828125,298.5719909667969,311.5736389160156,32.827999114990234,,63.040000915527344,17.110000610351562,16.0,145.6700439453125,,92.12176513671875,54.56999969482422,27.422000885009766,8.90999984741211,152.77000427246094,34.772743225097656,,91.80000305175781,44.2599983215332
2023-10-02,357.286865234375,3.7200000286102295,348.0799865722656,156.32325744628906,75.30999755859375,91.83999633789062,133.37014770507812,9.729999542236328,511.3878173828125,39.207759857177734,349.07501220703125,1259.4100341796875,305.14593505859375,317.5436096191406,32.94900131225586,,62.5099983215332,17.239999771118164,15.880000114440918,146.89541625976562,,92.1328125,54.0,28.88599967956543,8.739999771118164,151.1699981689453,35.6025276184082,,90.73999786376953,43.189998626708984
2023-10-03,351.0166015625,3.640000104904175,343.0400085449219,156.7619171142578,72.4800033569336,86.97000122070312,131.6405029296875,9.529999732971191,501.1956481933594,38.571590423583984,331.6099853515625,1228.280029296875,299.2980651855469,309.244873046875,31.132999420166016,,58.400001525878906,16.020000457763672,14.899999618530273,144.2667999267578,,92.1419906616211,51.380001068115234,26.996999740600586,8.539999961853027,148.7899932861328,33.71843338012695,,87.5,41.900001525878906
2023-10-04,355.7934875488281,3.7799999713897705,343.69000244140625,159.47364807128906,73.47000122070312,88.52999877929688,134.4337615966797,9.680000305175781,511.0520324707031,39.023597717285156,335.95001220703125,1231.56005859375,303.91265869140625,314.7411804199219,32.040000915527344,,59.25,16.690000534057617,15.729999542236328,146.26295471191406,,92.16036987304688,52.58000183105469,28.040000915527344,8.6899995803833,151.9600067138672,35.085140228271484,,88.63999938964844,41.900001525878906
2023-10-05,354.7451171875,3.75,345.05999755859375,159.72288513183594,74.62000274658203,89.54000091552734,134.2647705078125,9.729999542236328,510.7948303222656,38.956642150878906,336.7799987792969,1214.3800048828125,303.1270446777344,315.1358642578125,32.34199905395508,,58.16999816894531,16.239999771118164,15.8100004196167,145.78863525390625,,92.21549987792969,52.189998626708984,28.760000228881836,8.739999771118164,150.25,34.714176177978516,,87.66999816894531,42.63999938964844
2023-10-06,360.68902587890625,3.7200000286102295,346.3399963378906,161.1584930419922,78.45999908447266,94.43000030517578,136.7598114013672,9.930000305175781,527.6134643554688,39.45050811767578,353.6199951171875,1237.530029296875,313.7089538574219,322.93145751953125,34.0629997253418,,62.54999923706055,16.719999313354492,16.610000610351562,148.21958923339844,,92.22467041015625,53.650001525878906,28.966999053955078,8.630000114440918,159.9499969482422,36.46159744262695,,90.31999969482422,43.83000183105469
2023-10-09,362.5285949707031,3.2699999809265137,345.45001220703125,162.37478637695312,79.0999984741211,90.7300033569336,137.5947723388672,9.869999885559082,529.2063598632812,39.59280014038086,358.30999755859375,1238.3800048828125,316.6229553222656,325.45751953125,34.04499816894531,,63.689998626708984,16.770000457763672,17.610000610351562,149.0101318359375,,92.23385620117188,53.5099983215332,29.0,8.609999656677246,161.80999755859375,36.99851989746094,,87.5199966430664,43.709999084472656
